,Indicator,Group,State_x,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,State_y,date,cases,state2
149,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,1.0,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,31.1,WI,2020-04-23,6168,Wisconsin
150,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,1.0,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,18.9,WY,2020-04-23,331,Wyoming
151,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,1.0,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,24.9,WY,2020-04-23,331,Wyoming
152,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,1.0,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,31.0,WY,2020-04-23,331,Wyoming
153,Symptoms of Depressive Disorder,By State,Alabama,Alabama,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,22.5,AL,2020-05-07,9046,Alabama
154,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,27.2,AL,2020-05-07,9046,Alabama
155,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,30.6,AL,2020-05-07,9046,Alabama
156,Symptoms of Depressive Disorder,By State,Alaska,Alaska,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.1,AK,2020-05-07,375,Alaska
157,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,27.4,AK,2020-05-07,375,Alaska
158,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,35.7,AK,2020-05-07,375,Alaska
159,Symptoms of Depressive Disorder,By State,Arizona,Arizona,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.3,AZ,2020-05-07,9944,Arizona
160,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,34.2,AZ,2020-05-07,9944,Arizona
161,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,38.4,AZ,2020-05-07,9944,Arizona
162,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,24.5,AR,2020-05-07,3692,Arkansas
163,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.1,AR,2020-05-07,3692,Arkansas
164,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,33.0,AR,2020-05-07,3692,Arkansas
165,Symptoms of Depressive Disorder,By State,California,California,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,22.8,CA,2020-05-07,77668,California
166,Symptoms of Anxiety Disorder,By State,California,California,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,31.4,CA,2020-05-07,77668,California
167,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,34.4,CA,2020-05-07,77668,California
168,Symptoms of Depressive Disorder,By State,Colorado,Colorado,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,23.6,CO,2020-05-07,18371,Colorado
169,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.7,CO,2020-05-07,18371,Colorado
170,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,32.2,CO,2020-05-07,18371,Colorado
171,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,21.5,CT,2020-05-07,31783,Connecticut
172,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.1,CT,2020-05-07,31783,Connecticut
173,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,36.0,CT,2020-05-07,31783,Connecticut
174,Symptoms of Depressive Disorder,By State,Delaware,Delaware,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,23.3,DE,2020-05-07,5939,Delaware
175,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,24.9,DE,2020-05-07,5939,Delaware
176,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,31.6,DE,2020-05-07,5939,Delaware
177,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,30.3,DC,2020-05-07,5654,District of Columbia
178,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,36.2,DC,2020-05-07,5654,District of Columbia
179,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,40.6,DC,2020-05-07,5654,District of Columbia
180,Symptoms of Depressive Disorder,By State,Florida,Florida,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,24.8,FL,2020-05-07,38828,Florida
181,Symptoms of Anxiety Disorder,By State,Florida,Florida,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,27.6,FL,2020-05-07,38828,Florida
182,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,33.6,FL,2020-05-07,38828,Florida
183,Symptoms of Depressive Disorder,By State,Georgia,Georgia,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.6,GA,2020-05-07,30708,Georgia
184,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.5,GA,2020-05-07,30708,Georgia
185,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,34.3,GA,2020-05-07,30708,Georgia
186,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,16.8,HI,2020-05-07,627,Hawaii
187,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,20.4,HI,2020-05-07,627,Hawaii
188,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,27.1,HI,2020-05-07,627,Hawaii
189,Symptoms of Depressive Disorder,By State,Idaho,Idaho,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,17.0,ID,2020-05-07,2178,Idaho
190,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.0,ID,2020-05-07,2178,Idaho
191,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.2,ID,2020-05-07,2178,Idaho
192,Symptoms of Depressive Disorder,By State,Illinois,Illinois,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.2,IL,2020-05-07,70873,Illinois
193,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,35.7,IL,2020-05-07,70873,Illinois
194,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,41.8,IL,2020-05-07,70873,Illinois
195,Symptoms of Depressive Disorder,By State,Indiana,Indiana,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,19.9,IN,2020-05-07,22499,Indiana
196,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,31.5,IN,2020-05-07,22499,Indiana
197,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,34.9,IN,2020-05-07,22499,Indiana
198,Symptoms of Depressive Disorder,By State,Iowa,Iowa,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,18.1,IA,2020-05-07,11052,Iowa
199,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,20.3,IA,2020-05-07,11052,Iowa
200,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,26.1,IA,2020-05-07,11052,Iowa
201,Symptoms of Depressive Disorder,By State,Kansas,Kansas,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,16.7,KS,2020-05-07,6144,Kansas
202,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.1,KS,2020-05-07,6144,Kansas
203,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,28.0,KS,2020-05-07,6144,Kansas
204,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.6,KY,2020-05-07,6120,Kentucky
205,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.6,KY,2020-05-07,6120,Kentucky
206,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,37.7,KY,2020-05-07,6120,Kentucky
207,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,30.0,LA,2020-05-07,30650,Louisiana
208,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,34.6,LA,2020-05-07,30650,Louisiana
209,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,42.8,LA,2020-05-07,30650,Louisiana
210,Symptoms of Depressive Disorder,By State,Maine,Maine,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,17.1,ME,2020-05-07,1329,Maine
211,Symptoms of Anxiety Disorder,By State,Maine,Maine,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,28.9,ME,2020-05-07,1329,Maine
212,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,32.9,ME,2020-05-07,1329,Maine
213,Symptoms of Depressive Disorder,By State,Maryland,Maryland,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,24.6,MD,2020-05-07,29373,Maryland
214,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,30.1,MD,2020-05-07,29373,Maryland
215,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,34.6,MD,2020-05-07,29373,Maryland
216,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,18.9,MA,2020-05-07,73721,Massachusetts
217,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,28.7,MA,2020-05-07,73721,Massachusetts
218,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,31.0,MA,2020-05-07,73721,Massachusetts
219,Symptoms of Depressive Disorder,By State,Michigan,Michigan,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,23.4,MI,2020-05-07,45641,Michigan
220,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,27.0,MI,2020-05-07,45641,Michigan
221,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,33.4,MI,2020-05-07,45641,Michigan
222,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,18.4,MN,2020-05-07,9363,Minnesota
223,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,22.9,MN,2020-05-07,9363,Minnesota
224,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,27.2,MN,2020-05-07,9363,Minnesota
225,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,35.5,MS,2020-05-07,8681,Mississippi
226,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,38.3,MS,2020-05-07,8681,Mississippi
227,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,48.4,MS,2020-05-07,8681,Mississippi
228,Symptoms of Depressive Disorder,By State,Missouri,Missouri,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,24.1,MO,2020-05-07,9967,Missouri
229,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,37.8,MO,2020-05-07,9967,Missouri
230,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,41.3,MO,2020-05-07,9967,Missouri
231,Symptoms of Depressive Disorder,By State,Montana,Montana,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,20.8,MT,2020-05-07,456,Montana
232,Symptoms of Anxiety Disorder,By State,Montana,Montana,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,24.9,MT,2020-05-07,456,Montana
233,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,27.6,MT,2020-05-07,456,Montana
234,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,21.6,NE,2020-05-07,7067,Nebraska
235,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.6,NE,2020-05-07,7067,Nebraska
236,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,33.4,NE,2020-05-07,7067,Nebraska
237,Symptoms of Depressive Disorder,By State,Nevada,Nevada,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,31.2,NV,2020-05-07,5718,Nevada
238,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,34.0,NV,2020-05-07,5718,Nevada
239,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,38.1,NV,2020-05-07,5718,Nevada
240,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,23.3,NH,2020-05-07,2843,New Hampshire
241,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,30.4,NH,2020-05-07,2843,New Hampshire
242,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,35.0,NH,2020-05-07,2843,New Hampshire
243,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,26.4,NJ,2020-05-07,133635,New Jersey
244,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,36.3,NJ,2020-05-07,133635,New Jersey
245,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,39.6,NJ,2020-05-07,133635,New Jersey
246,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.0,NM,2020-05-07,4490,New Mexico
247,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,30.2,NM,2020-05-07,4490,New Mexico
248,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,39.8,NM,2020-05-07,4490,New Mexico
249,Symptoms of Depressive Disorder,By State,New York,New York,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.2,NY,2020-05-07,327538,New York
250,Symptoms of Anxiety Disorder,By State,New York,New York,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,33.0,NY,2020-05-07,327538,New York
251,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,36.9,NY,2020-05-07,327538,New York
252,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,20.2,NC,2020-05-07,13390,North Carolina
253,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.9,NC,2020-05-07,13390,North Carolina
254,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,28.1,NC,2020-05-07,13390,North Carolina
255,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,20.2,ND,2020-05-07,1370,North Dakota
256,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.4,ND,2020-05-07,1370,North Dakota
257,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,28.6,ND,2020-05-07,1370,North Dakota
258,Symptoms of Depressive Disorder,By State,Ohio,Ohio,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,26.4,OH,2020-05-07,22129,Ohio
259,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,26.4,OH,2020-05-07,22129,Ohio
260,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,32.8,OH,2020-05-07,22129,Ohio
261,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,20.7,OK,2020-05-07,4325,Oklahoma
262,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,27.2,OK,2020-05-07,4325,Oklahoma
263,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,31.0,OK,2020-05-07,4325,Oklahoma
264,Symptoms of Depressive Disorder,By State,Oregon,Oregon,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,17.8,OR,2020-05-07,2987,Oregon
265,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,26.2,OR,2020-05-07,2987,Oregon
266,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.9,OR,2020-05-07,2987,Oregon
267,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,23.0,PA,2020-05-07,52903,Pennsylvania
268,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,28.4,PA,2020-05-07,52903,Pennsylvania
269,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,32.0,PA,2020-05-07,52903,Pennsylvania
270,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,22.8,RI,2020-05-07,10530,Rhode Island
271,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,26.9,RI,2020-05-07,10530,Rhode Island
272,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,33.8,RI,2020-05-07,10530,Rhode Island
273,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.6,SC,2020-05-07,7139,South Carolina
274,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,27.9,SC,2020-05-07,7139,South Carolina
275,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,33.1,SC,2020-05-07,7139,South Carolina
276,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,20.5,SD,2020-05-07,2904,South Dakota
277,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,26.1,SD,2020-05-07,2904,South Dakota
278,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.8,SD,2020-05-07,2904,South Dakota
279,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,21.7,TN,2020-05-07,13947,Tennessee
280,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,29.6,TN,2020-05-07,13947,Tennessee
281,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,34.7,TN,2020-05-07,13947,Tennessee
282,Symptoms of Depressive Disorder,By State,Texas,Texas,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,25.7,TX,2020-05-07,35390,Texas
283,Symptoms of Anxiety Disorder,By State,Texas,Texas,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,32.4,TX,2020-05-07,35390,Texas
284,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,35.9,TX,2020-05-07,35390,Texas
285,Symptoms of Depressive Disorder,By State,Utah,Utah,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,22.6,UT,2020-05-07,5727,Utah
286,Symptoms of Anxiety Disorder,By State,Utah,Utah,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,26.0,UT,2020-05-07,5727,Utah
287,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,30.4,UT,2020-05-07,5727,Utah
288,Symptoms of Depressive Disorder,By State,Vermont,Vermont,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,26.8,VT,2020-05-07,915,Vermont
289,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,31.8,VT,2020-05-07,915,Vermont
290,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1.0,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,35.7,VT,2020-05-07,915,Vermont
